,ID,Gene,BC0,BC0-fun,BC1,BC1-fun,BC2,BC2-fun,BC3,BC3-fun,BC4,BC4-fun,PromIde,PromSeg,GeneIde,GeneSeg
135,BC-1.1.1,uxaB,BC-1,metabolism,BC-1.1,carbon utilization,BC-1.1.1,carbon compounds,NaN,None,NaN,None,3.07,0.184149184,2.69,0.148760331
136,BC-1.1.1,srlA,BC-1,metabolism,BC-1.1,carbon utilization,BC-1.1.1,carbon compounds,NaN,None,NaN,None,2.01,0.111111111,2.31,0.131205674
137,BC-1.1.1,rhaT,BC-1,metabolism,BC-1.1,carbon utilization,BC-1.1.1,carbon compounds,NaN,None,NaN,None,0.75,0.061601643,2.56,0.13429951699999998
138,BC-1.1.1,rhaS,BC-1,metabolism,BC-1.1,carbon utilization,BC-1.1.1,carbon compounds,NaN,None,NaN,None,1.95,0.141104294,2.72,0.186379928
139,BC-1.1.1,rhaB,BC-1,metabolism,BC-1.1,carbon utilization,BC-1.1.1,carbon compounds,NaN,None,NaN,None,1.95,0.141104294,2.66,0.155102041
140,BC-1.1.1,rbsD,BC-1,metabolism,BC-1.1,carbon utilization,BC-1.1.1,carbon compounds,NaN,None,NaN,None,2.29,0.143631436,1.44,0.11190476199999999
141,BC-1.1.1,ptsH,BC-1,metabolism,BC-1.1,carbon utilization,BC-1.1.1,carbon compounds,NaN,None,NaN,None,0.99,0.058119658,0.19,0.015503876000000002
142,BC-1.1.1,ptsG,BC-1,metabolism,BC-1.1,carbon utilization,BC-1.1.1,carbon compounds,NaN,None,NaN,None,0.84,0.064516129,0.77,0.065550907
143,BC-1.1.1,poxB,BC-1,metabolism,BC-1.1,carbon utilization,BC-1.1.1,carbon compounds,NaN,None,NaN,None,1.9,0.107784431,3.79,0.175683537
144,BC-1.1.1,pfkA,BC-1,metabolism,BC-1.1,carbon utilization,BC-1.1.1,carbon compounds,NaN,None,NaN,None,1.59,0.11979166699999999,1.65,0.10488058199999999
145,BC-1.1.1,melR,BC-1,metabolism,BC-1.1,carbon utilization,BC-1.1.1,carbon compounds,NaN,None,NaN,None,5.39,0.258264463,1.62,0.108910891
146,BC-1.1.1,melA,BC-1,metabolism,BC-1.1,carbon utilization,BC-1.1.1,carbon compounds,NaN,None,NaN,None,5.39,0.258264463,2.16,0.121681416
147,BC-1.1.1,mdh,BC-1,metabolism,BC-1.1,carbon utilization,BC-1.1.1,carbon compounds,NaN,None,NaN,None,0.75,0.061320755,1.64,0.091586794
148,BC-1.1.1,manX,BC-1,metabolism,BC-1.1,carbon utilization,BC-1.1.1,carbon compounds,NaN,None,NaN,None,0.76,0.051282050999999995,0.94,0.061728395
149,BC-1.1.1,manA,BC-1,metabolism,BC-1.1,carbon utilization,BC-1.1.1,carbon compounds,NaN,None,NaN,None,0.59,0.0575,2.47,0.139455782
150,BC-1.1.1,malX,BC-1,metabolism,BC-1.1,carbon utilization,BC-1.1.1,carbon compounds,NaN,None,NaN,None,0.74,0.074468085,2.2,0.135338346
151,BC-1.1.1,malT,BC-1,metabolism,BC-1.1,carbon utilization,BC-1.1.1,carbon compounds,NaN,None,NaN,None,2.64,0.166060606,2.66,0.151515152
152,BC-1.1.1,malP,BC-1,metabolism,BC-1.1,carbon utilization,BC-1.1.1,carbon compounds,NaN,None,NaN,None,2.64,0.166060606,2.73,0.162907268
153,BC-1.1.1,malI,BC-1,metabolism,BC-1.1,carbon utilization,BC-1.1.1,carbon compounds,NaN,None,NaN,None,0.74,0.074468085,2.74,0.16909621
154,BC-1.1.1,lacZ,BC-1,metabolism,BC-1.1,carbon utilization,BC-1.1.1,carbon compounds,NaN,None,NaN,None,3.81,0.175925926,3.34,0.183739837
155,BC-1.1.1,glk,BC-1,metabolism,BC-1.1,carbon utilization,BC-1.1.1,carbon compounds,NaN,None,NaN,None,0.57,0.041975309,2.54,0.13871635599999999
156,BC-1.1.1,glcC,BC-1,metabolism,BC-1.1,carbon utilization,BC-1.1.1,carbon compounds,NaN,None,NaN,None,1.37,0.086092715,1.71,0.116339869
157,BC-1.1.1,gcd,BC-1,metabolism,BC-1.1,carbon utilization,BC-1.1.1,carbon compounds,NaN,None,NaN,None,1.0,0.073710074,2.88,0.140108741
158,BC-1.1.1,galS,BC-1,metabolism,BC-1.1,carbon utilization,BC-1.1.1,carbon compounds,NaN,None,NaN,None,1.5,0.104956268,2.22,0.144092219
159,BC-1.1.1,galR,BC-1,metabolism,BC-1.1,carbon utilization,BC-1.1.1,carbon compounds,NaN,None,NaN,None,1.43,0.093078759,2.35,0.149224806
160,BC-1.1.1,galE,BC-1,metabolism,BC-1.1,carbon utilization,BC-1.1.1,carbon compounds,NaN,None,NaN,None,3.66,0.17456896600000002,1.58,0.085545723
161,BC-1.1.1,focA,BC-1,metabolism,BC-1.1,carbon utilization,BC-1.1.1,carbon compounds,NaN,None,NaN,None,1.37,0.069078947,1.18,0.060606060999999996
162,BC-1.1.1,dcuB,BC-1,metabolism,BC-1.1,carbon utilization,BC-1.1.1,carbon compounds,NaN,None,NaN,None,2.67,0.19509043899999998,1.71,0.134228188
163,BC-1.1.1,dcuA,BC-1,metabolism,BC-1.1,carbon utilization,BC-1.1.1,carbon compounds,NaN,None,NaN,None,0.92,0.056426332,1.1,0.079109063
164,BC-1.1.1,dctA,BC-1,metabolism,BC-1.1,carbon utilization,BC-1.1.1,carbon compounds,NaN,None,NaN,None,0.48,0.065104167,1.41,0.108780109
165,BC-1.1.1,csrA,BC-1,metabolism,BC-1.1,carbon utilization,BC-1.1.1,carbon compounds,NaN,None,NaN,None,0.38,0.027522936,0.0,0.0
166,BC-1.1.1,caiT,BC-1,metabolism,BC-1.1,carbon utilization,BC-1.1.1,carbon compounds,NaN,None,NaN,None,3.63,0.158518519,1.83,0.10627062699999999
167,BC-1.1.1,araJ,BC-1,metabolism,BC-1.1,carbon utilization,BC-1.1.1,carbon compounds,NaN,None,NaN,None,1.8,0.103975535,2.68,0.137552743
168,BC-1.1.1,araE,BC-1,metabolism,BC-1.1,carbon utilization,BC-1.1.1,carbon compounds,NaN,None,NaN,None,2.93,0.16860465100000002,2.14,0.11980267800000001
169,BC-1.1.1,araC,BC-1,metabolism,BC-1.1,carbon utilization,BC-1.1.1,carbon compounds,NaN,None,NaN,None,1.0,0.068518519,2.42,0.121729238
170,BC-1.1.1,araB,BC-1,metabolism,BC-1.1,carbon utilization,BC-1.1.1,carbon compounds,NaN,None,NaN,None,1.0,0.068518519,2.68,0.149911817
171,BC-1.1.1,aldA,BC-1,metabolism,BC-1.1,carbon utilization,BC-1.1.1,carbon compounds,NaN,None,NaN,None,3.3,0.19849246199999998,2.56,0.170833333
172,BC-1.1.1,acs,BC-1,metabolism,BC-1.1,carbon utilization,BC-1.1.1,carbon compounds,NaN,None,NaN,None,1.1,0.095798319,2.57,0.130678918
173,BC-1.1.1,acnB,BC-1,metabolism,BC-1.1,carbon utilization,BC-1.1.1,carbon compounds,NaN,None,NaN,None,1.04,0.06571936099999999,2.77,0.127790608
174,BC-1.1.1,aceE,BC-1,metabolism,BC-1.1,carbon utilization,BC-1.1.1,carbon compounds,NaN,None,NaN,None,0.72,0.059782609,1.2,0.081456456
175,BC-5.1,tig,BC-5,cell processes,BC-5.1,cell division,NaN,None,NaN,None,NaN,None,0.41,0.031192661,0.76,0.05080831400000001
176,BC-5.1,sulA,BC-5,cell processes,BC-5.1,cell division,NaN,None,NaN,None,NaN,None,1.2,0.104761905,1.73,0.13529411800000002
177,BC-5.1,sdiA,BC-5,cell processes,BC-5.1,cell division,NaN,None,NaN,None,NaN,None,1.44,0.120689655,2.17,0.149377593
178,BC-5.1,nlpD,BC-5,cell processes,BC-5.1,cell division,NaN,None,NaN,None,NaN,None,0.91,0.070381232,1.36,0.089473684
179,BC-5.1,lon,BC-5,cell processes,BC-5.1,cell division,NaN,None,NaN,None,NaN,None,0.84,0.051413882,1.35,0.08450106199999999
180,BC-5.1,groS,BC-5,cell processes,BC-5.1,cell division,NaN,None,NaN,None,NaN,None,1.15,0.066945607,0.23,0.030612245
181,BC-5.1,ftsH,BC-5,cell processes,BC-5.1,cell division,NaN,None,NaN,None,NaN,None,0.13,0.006644518,1.62,0.10749354
182,BC-5.1,dacA,BC-5,cell processes,BC-5.1,cell division,NaN,None,NaN,None,NaN,None,0.64,0.049853372,1.94,0.122112211
183,BC-5.1,bolA,BC-5,cell processes,BC-5.1,cell division,NaN,None,NaN,None,NaN,None,1.26,0.086956522,0.63,0.053459119000000006
184,BC-5,tomB,BC-5,cell processes,NaN,None,NaN,None,NaN,None,NaN,None,2.78,0.182054616,1.26,0.096
185,BC-1.7,pps,BC-1,metabolism,BC-1.7,central intermediary metabolism,NaN,None,NaN,None,NaN,None,1.0,0.071161049,2.11,0.117276166
186,BC-1.7,pck,BC-1,metabolism,BC-1.7,central intermediary metabolism,NaN,None,NaN,None,NaN,None,1.74,0.1,2.46,0.11706716
187,BC-1.7,mdh,BC-1,metabolism,BC-1.7,central intermediary metabolism,NaN,None,NaN,None,NaN,None,0.75,0.061320755,1.64,0.091586794
188,BC-1.7,gpmA,BC-1,metabolism,BC-1.7,central intermediary metabolism,NaN,None,NaN,None,NaN,None,2.47,0.14285714300000002,2.05,0.09827357199999999
189,BC-1.7,gapA,BC-1,metabolism,BC-1.7,central intermediary metabolism,NaN,None,NaN,None,NaN,None,0.87,0.06445672200000001,0.4,0.035140562
190,BC-1.7,eno,BC-1,metabolism,BC-1.7,central intermediary metabolism,NaN,None,NaN,None,NaN,None,0.65,0.038062284,0.93,0.048498845
191,BC-1.7,csrA,BC-1,metabolism,BC-1.7,central intermediary metabolism,NaN,None,NaN,None,NaN,None,0.38,0.027522936,0.0,0.0
192,BC-2.3.4,tig,BC-2,information transfer,BC-2.3,protein related,BC-2.3.4,"chaperoning, repair (refolding)",NaN,None,NaN,None,0.41,0.031192661,0.76,0.05080831400000001
193,BC-2.3.4,spy,BC-2,information transfer,BC-2.3,protein related,BC-2.3.4,"chaperoning, repair (refolding)",NaN,None,NaN,None,1.62,0.12052730699999999,0.91,0.082304527
194,BC-2.3.4,ppiD,BC-2,information transfer,BC-2.3,protein related,BC-2.3.4,"chaperoning, repair (refolding)",NaN,None,NaN,None,0.8,0.055979644,1.82,0.10416666699999999
195,BC-2.3.4,ppiA,BC-2,information transfer,BC-2.3,protein related,BC-2.3.4,"chaperoning, repair (refolding)",NaN,None,NaN,None,1.68,0.105932203,1.77,0.129144852
196,BC-2.3.4,hscB,BC-2,information transfer,BC-2.3,protein related,BC-2.3.4,"chaperoning, repair (refolding)",NaN,None,NaN,None,1.03,0.070707071,1.34,0.079457364
197,BC-2.3.4,groS,BC-2,information transfer,BC-2.3,protein related,BC-2.3.4,"chaperoning, repair (refolding)",NaN,None,NaN,None,1.15,0.066945607,0.23,0.030612245
198,BC-2.3.4,cpxP,BC-2,information transfer,BC-2.3,protein related,BC-2.3.4,"chaperoning, repair (refolding)",NaN,None,NaN,None,0.48,0.045584045999999996,0.55,0.041916168
199,BC-1.5.1.20,shiA,BC-1,metabolism,BC-1.5,biosynthesis of building blocks,BC-1.5.1,amino acids,BC-1.5.1.20,chorismate,NaN,None,1.79,0.120155039,2.32,0.145026576
200,BC-1.5.1.20,aroL,BC-1,metabolism,BC-1.5,biosynthesis of building blocks,BC-1.5.1,amino acids,BC-1.5.1.20,chorismate,NaN,None,1.83,0.11197916699999999,1.93,0.135238095
201,BC-1.5.1.20,aroK,BC-1,metabolism,BC-1.5,biosynthesis of building blocks,BC-1.5.1,amino acids,BC-1.5.1.20,chorismate,NaN,None,0.78,0.068106312,0.48,0.028735632
202,BC-1.5.1.20,aroF,BC-1,metabolism,BC-1.5,biosynthesis of building blocks,BC-1.5.1,amino acids,BC-1.5.1.20,chorismate,NaN,None,3.85,0.180722892,1.63,0.11484593800000001
203,BC-1.5.3.5,panD,BC-1,metabolism,BC-1.5,biosynthesis of building blocks,BC-1.5.3,"cofactors, small molecule carriers",BC-1.5.3.5,Coenzyme A and its modification,NaN,None,3.23,0.14105263199999998,2.02,0.097112861
204,BC-1.6.2,wza,BC-1,metabolism,BC-1.6,biosynthesis of macromolecules (cellular constituents),BC-1.6.2,colanic acid (M antigen),NaN,None,NaN,None,1.92,0.18378995399999998,2.23,0.136842105
205,BC-1.6.2,rcsA,BC-1,metabolism,BC-1.6,biosynthesis of macromolecules (cellular constituents),BC-1.6.2,colanic acid (M antigen),NaN,None,NaN,None,1.79,0.10483871,1.06,0.056089744000000004
206,BC-1.6.2,manA,BC-1,metabolism,BC-1.6,biosynthesis of macromolecules (cellular constituents),BC-1.6.2,colanic acid (M antigen),NaN,None,NaN,None,0.59,0.0575,2.47,0.139455782
207,BC-1.6.2,galE,BC-1,metabolism,BC-1.6,biosynthesis of macromolecules (cellular constituents),BC-1.6.2,colanic acid (M antigen),NaN,None,NaN,None,3.66,0.17456896600000002,1.58,0.085545723
208,BC-8.4,tsx,BC-8,extrachromosomal,BC-8.4,colicin related,NaN,None,NaN,None,NaN,None,2.01,0.092,1.88,0.08361581900000001
209,BC-8.4,purR,BC-8,extrachromosomal,BC-8.4,colicin related,NaN,None,NaN,None,NaN,None,0.94,0.066,1.86,0.10331384
210,BC-8.4,fepA,BC-8,extrachromosomal,BC-8.4,colicin related,NaN,None,NaN,None,NaN,None,2.25,0.16367713,2.99,0.139555556
211,BC-8.4,cirA,BC-8,extrachromosomal,BC-8.4,colicin related,NaN,None,NaN,None,NaN,None,1.54,0.124748491,1.5,0.120983936
212,Conserved-Hypothetical-ORFs,ygfB,Conserved-Hypothetical-ORFs,CH-ORFs,NaN,None,NaN,None,NaN,None,NaN,None,0.78,0.059620596,1.97,0.09671848
213,Conserved-Hypothetical-ORFs,ybjC,Conserved-Hypothetical-ORFs,CH-ORFs,NaN,None,NaN,None,NaN,None,NaN,None,2.66,0.182825485,2.14,0.152777778
214,BC-1.6.3.2,waaA,BC-1,metabolism,BC-1.6,biosynthesis of macromolecules (cellular constituents),BC-1.6.3,lipopolysaccharide,BC-1.6.3.2,core region,NaN,None,5.36,0.275757576,2.42,0.135367762
215,BC-3.1.3.2,srkA,BC-3,regulation,BC-3.1,type of regulation,BC-3.1.3,posttranscriptional,BC-3.1.3.2,"covalent modification, demodification, maturation",NaN,None,1.72,0.089928058,1.9,0.119554205
216,BC-3.1.3.2,sixA,BC-3,regulation,BC-3.1,type of regulation,BC-3.1.3,posttranscriptional,BC-3.1.3.2,"covalent modification, demodification, maturation",NaN,None,1.56,0.081683168,2.64,0.148148148
217,BC-3.1.3.2,rcsD,BC-3,regulation,BC-3.1,type of regulation,BC-3.1.3,posttranscriptional,BC-3.1.3.2,"covalent modification, demodification, maturation",NaN,None,2.19,0.157587549,2.1,0.132435466
218,BC-3.1.3.2,ptsG,BC-3,regulation,BC-3.1,type of regulation,BC-3.1.3,posttranscriptional,BC-3.1.3.2,"covalent modification, demodification, maturation",NaN,None,0.84,0.064516129,0.77,0.065550907
219,BC-3.1.3.2,pka,BC-3,regulation,BC-3.1,type of regulation,BC-3.1.3,posttranscriptional,BC-3.1.3.2,"covalent modification, demodification, maturation",NaN,None,1.25,0.08583691,2.86,0.158211199
220,BC-3.1.3.2,glrK,BC-3,regulation,BC-3.1,type of regulation,BC-3.1.3,posttranscriptional,BC-3.1.3.2,"covalent modification, demodification, maturation",NaN,None,1.62,0.1,2.82,0.148459384
221,BC-3.1.3.2,dcuS,BC-3,regulation,BC-3.1,type of regulation,BC-3.1.3,posttranscriptional,BC-3.1.3.2,"covalent modification, demodification, maturation",NaN,None,3.12,0.259162304,2.71,0.204044118
222,BC-1.5.1.12,cysK,BC-1,metabolism,BC-1.5,biosynthesis of building blocks,BC-1.5.1,amino acids,BC-1.5.1.12,cysteine,NaN,None,1.63,0.10621761699999999,1.83,0.10905349800000001
223,BC-1.5.1.12,cbl,BC-1,metabolism,BC-1.5,biosynthesis of building blocks,BC-1.5.1,amino acids,BC-1.5.1.12,cysteine,NaN,None,1.9,0.181518152,2.18,0.177707676
224,BC-1.6.15.1,yceJ,BC-1,metabolism,BC-1.6,biosynthesis of macromolecules (cellular constituents),BC-1.6.15,large molecule carriers,BC-1.6.15.1,cytochromes,NaN,None,3.53,0.22030237600000002,2.25,0.135802469
225,BC-1.6.15.1,torC,BC-1,metabolism,BC-1.6,biosynthesis of macromolecules (cellular constituents),BC-1.6.15,large molecule carriers,BC-1.6.15.1,cytochromes,NaN,None,1.68,0.099697885,1.86,0.109974425
226,BC-1.6.15.1,sdhC,BC-1,metabolism,BC-1.6,biosynthesis of macromolecules (cellular constituents),BC-1.6.15,large molecule carriers,BC-1.6.15.1,cytochromes,NaN,None,0.78,0.05360134,0.6,0.046153846
227,BC-1.6.15.1,nrfA,BC-1,metabolism,BC-1.6,biosynthesis of macromolecules (cellular constituents),BC-1.6.15,large molecule carriers,BC-1.6.15.1,cytochromes,NaN,None,1.1,0.095798319,1.73,0.10090466199999999
228,BC-1.6.9,mlc,BC-1,metabolism,BC-1.6,biosynthesis of macromolecules (cellular constituents),BC-1.6.9,cytoplasmic polysaccharides,NaN,None,NaN,None,1.7,0.11904761900000001,2.65,0.152334152
229,BC-1.6.9,glgB,BC-1,metabolism,BC-1.6,biosynthesis of macromolecules (cellular constituents),BC-1.6.9,cytoplasmic polysaccharides,NaN,None,NaN,None,1.17,0.075949367,2.37,0.138088706
230,BC-1.6.9,csrA,BC-1,metabolism,BC-1.6,biosynthesis of macromolecules (cellular constituents),BC-1.6.9,cytoplasmic polysaccharides,NaN,None,NaN,None,0.38,0.027522936,0.0,0.0
231,BC-5.10,hdeA,BC-5,cell processes,BC-5.10,defense/survival,NaN,None,NaN,None,NaN,None,1.92,0.10526315800000001,1.41,0.075075075
232,BC-5.5.5,manA,BC-5,cell processes,BC-5.5,adaptations,BC-5.5.5,dessication,NaN,None,NaN,None,0.59,0.0575,2.47,0.139455782
233,BC-5.6.2,zntA,BC-5,cell processes,BC-5.6,protection,BC-5.6.2,detoxification,NaN,None,NaN,None,2.41,0.098181818,4.12,0.183719873
234,BC-5.6.2,yjjX,BC-5,cell processes,BC-5.6,protection,BC-5.6.2,detoxification,NaN,None,NaN,None,0.72,0.071146245,2.5,0.138401559
235,BC-5.6.2,yjjQ,BC-5,cell processes,BC-5.6,protection,BC-5.6.2,detoxification,NaN,None,NaN,None,3.34,0.20528211300000002,1.62,0.128099174
236,BC-5.6.2,tpx,BC-5,cell processes,BC-5.6,protection,BC-5.6.2,detoxification,NaN,None,NaN,None,1.12,0.0875,1.66,0.112426036
237,BC-5.6.2,soxS,BC-5,cell processes,BC-5.6,protection,BC-5.6.2,detoxification,NaN,None,NaN,None,1.13,0.06271777,2.33,0.12345679
238,BC-5.6.2,soxR,BC-5,cell processes,BC-5.6,protection,BC-5.6.2,detoxification,NaN,None,NaN,None,1.13,0.06271777,2.71,0.135483871
239,BC-5.6.2,sodB,BC-5,cell processes,BC-5.6,protection,BC-5.6.2,detoxification,NaN,None,NaN,None,1.09,0.07294832799999999,1.16,0.082474227
240,BC-5.6.2,sodA,BC-5,cell processes,BC-5.6,protection,BC-5.6.2,detoxification,NaN,None,NaN,None,0.75,0.061601643,1.77,0.109500805
241,BC-5.6.2,mntH,BC-5,cell processes,BC-5.6,protection,BC-5.6.2,detoxification,NaN,None,NaN,None,1.41,0.07962963,2.71,0.15819209
242,BC-5.6.2,katG,BC-5,cell processes,BC-5.6,protection,BC-5.6.2,detoxification,NaN,None,NaN,None,3.72,0.211786372,3.29,0.176983035
243,BC-5.6.2,ahpC,BC-5,cell processes,BC-5.6,protection,BC-5.6.2,detoxification,NaN,None,NaN,None,1.14,0.126956522,0.54,0.040780142000000005
244,BC-1.2.2,uvrB,BC-1,metabolism,BC-1.2,degradation of macromolecules,BC-1.2.2,DNA,NaN,None,NaN,None,3.22,0.20641025600000001,3.36,0.164688427
245,BC-1.2.2,nfo,BC-1,metabolism,BC-1.2,degradation of macromolecules,BC-1.2.2,DNA,NaN,None,NaN,None,0.24,0.029090908999999998,1.74,0.097902098
246,BC-2.1.5,uvrB,BC-2,information transfer,BC-2.1,DNA related,BC-2.1.5,DNA degradation,NaN,None,NaN,None,3.22,0.20641025600000001,3.36,0.164688427
247,BC-2.1.5,nfo,BC-2,information transfer,BC-2.1,DNA related,BC-2.1.5,DNA degradation,NaN,None,NaN,None,0.24,0.029090908999999998,1.74,0.097902098
248,BC-2.1.3,xerD,BC-2,information transfer,BC-2.1,DNA related,BC-2.1.3,DNA recombination,NaN,None,NaN,None,0.95,0.073482428,2.29,0.154960981
249,BC-2.1.3,ssb,BC-2,information transfer,BC-2.1,DNA related,BC-2.1.3,DNA recombination,NaN,None,NaN,None,0.9,0.067982456,1.66,0.096834264
250,BC-2.1.3,recA,BC-2,information transfer,BC-2.1,DNA related,BC-2.1.3,DNA recombination,NaN,None,NaN,None,0.81,0.060498221,1.36,0.09039548
251,BC-2.1.3,pepA,BC-2,information transfer,BC-2.1,DNA related,BC-2.1.3,DNA recombination,NaN,None,NaN,None,0.12,0.014957265,2.92,0.140873016
252,BC-2.1.3,ihfB,BC-2,information transfer,BC-2.1,DNA related,BC-2.1.3,DNA recombination,NaN,None,NaN,None,0.12,0.013850416,0.32,0.01754386
253,BC-2.1.4,uvrD,BC-2,information transfer,BC-2.1,DNA related,BC-2.1.4,DNA repair,NaN,None,NaN,None,0.51,0.045614035,3.41,0.151641239
254,BC-2.1.4,uvrB,BC-2,information transfer,BC-2.1,DNA related,BC-2.1.4,DNA repair,NaN,None,NaN,None,3.22,0.20641025600000001,3.36,0.164688427
255,BC-2.1.4,uvrA,BC-2,information transfer,BC-2.1,DNA related,BC-2.1.4,DNA repair,NaN,None,NaN,None,0.9,0.067982456,3.19,0.140984768
256,BC-2.1.4,recA,BC-2,information transfer,BC-2.1,DNA related,BC-2.1.4,DNA repair,NaN,None,NaN,None,0.81,0.060498221,1.36,0.09039548
257,BC-2.1.4,mfd,BC-2,information transfer,BC-2.1,DNA related,BC-2.1.4,DNA repair,NaN,None,NaN,None,1.95,0.11246200599999999,2.83,0.14534377699999998
258,BC-2.1.4,lexA,BC-2,information transfer,BC-2.1,DNA related,BC-2.1.4,DNA repair,NaN,None,NaN,None,1.11,0.054662379000000004,0.99,0.072249589
259,BC-2.1.4,dinI,BC-2,information transfer,BC-2.1,DNA related,BC-2.1.4,DNA repair,NaN,None,NaN,None,1.85,0.137681159,1.65,0.12601626
260,BC-2.1.4,dam,BC-2,information transfer,BC-2.1,DNA related,BC-2.1.4,DNA repair,NaN,None,NaN,None,1.06,0.081168831,1.21,0.08721624900000001
261,BC-2.1.4,ada,BC-2,information transfer,BC-2.1,DNA related,BC-2.1.4,DNA repair,NaN,None,NaN,None,3.49,0.174545455,4.48,0.224413146
262,BC-2.1.1,uvrD,BC-2,information transfer,BC-2.1,DNA related,BC-2.1.1,DNA replication,NaN,None,NaN,None,0.51,0.045614035,3.41,0.151641239
263,BC-2.1.1,topA,BC-2,information transfer,BC-2.1,DNA related,BC-2.1.1,DNA replication,NaN,None,NaN,None,0.5,0.04130809,1.96,0.107005389
264,BC-2.1.1,dam,BC-2,information transfer,BC-2.1,DNA related,BC-2.1.1,DNA replication,NaN,None,NaN,None,1.06,0.081168831,1.21,0.08721624900000001
265,BC-5.6.4,ssrA,BC-5,cell processes,BC-5.6,protection,BC-5.6.4,drug resistance/sensitivity,NaN,None,NaN,None,4.25,0.20143884899999998,0.16,0.011019283999999999
266,BC-5.6.4,nfsB,BC-5,cell processes,BC-5.6,protection,BC-5.6.4,drug resistance/sensitivity,NaN,None,NaN,None,2.79,0.17627118600000002,2.06,0.129969419
267,BC-5.6.4,mprA,BC-5,cell processes,BC-5.6,protection,BC-5.6.4,drug resistance/sensitivity,NaN,None,NaN,None,0.56,0.047945205,0.7,0.04519774
268,BC-5.6.4,mdtJ,BC-5,cell processes,BC-5.6,protection,BC-5.6.4,drug resistance/sensitivity,NaN,None,NaN,None,1.67,0.10603588900000001,2.7,0.169398907
269,BC-5.6.4,dacA,BC-5,cell processes,BC-5.6,protection,BC-5.6.4,drug resistance/sensitivity,NaN,None,NaN,None,0.64,0.049853372,1.94,0.122112211
270,BC-5.6.4,ampC,BC-5,cell processes,BC-5.6,protection,BC-5.6.4,drug resistance/sensitivity,NaN,None,NaN,None,2.36,0.12121212099999999,3.36,0.162257496
271,BC-5.6.4,acrA,BC-5,cell processes,BC-5.6,protection,BC-5.6.4,drug resistance/sensitivity,NaN,None,NaN,None,0.34,0.029154519,1.57,0.102177554
272,BC-4.2,tatA,BC-4,transport,BC-4.2,Electrochemical potential driven transporters,NaN,None,NaN,None,NaN,None,0.73,0.046428570999999995,0.25,0.018518519
273,BC-1.4.2,torC,BC-1,metabolism,BC-1.4,energy production/transport,BC-1.4.2,electron acceptors,NaN,None,NaN,None,1.68,0.099697885,1.86,0.109974425
274,BC-1.4.2,nrfA,BC-1,metabolism,BC-1.4,energy production/transport,BC-1.4.2,electron acceptors,NaN,None,NaN,None,1.1,0.095798319,1.73,0.10090466199999999
275,BC-1.4.2,frdA,BC-1,metabolism,BC-1.4,energy production/transport,BC-1.4.2,electron acceptors,NaN,None,NaN,None,0.93,0.057034220999999996,1.31,0.07075732400000001
276,BC-1.4.2,dmsA,BC-1,metabolism,BC-1.4,energy production/transport,BC-1.4.2,electron acceptors,NaN,None,NaN,None,1.14,0.079545455,2.67,0.138650307
277,BC-1.4.2,cyoA,BC-1,metabolism,BC-1.4,energy production/transport,BC-1.4.2,electron acceptors,NaN,None,NaN,None,3.08,0.157657658,0.87,0.052246604
278,BC-1.4.3,fldB,BC-1,metabolism,BC-1.4,energy production/transport,BC-1.4.3,electron carriers,NaN,None,NaN,None,0.95,0.073482428,1.52,0.10727969300000001
279,BC-1.4.1,sdhC,BC-1,metabolism,BC-1.4,energy production/transport,BC-1.4.1,electron donors,NaN,None,NaN,None,0.78,0.05360134,0.6,0.046153846
280,BC-1.4.1,putA,BC-1,metabolism,BC-1.4,energy production/transport,BC-1.4.1,electron donors,NaN,None,NaN,None,0.93,0.058139535,2.97,0.152409791
281,BC-1.4.1,poxB,BC-1,metabolism,BC-1.4,energy production/transport,BC-1.4.1,electron donors,NaN,None,NaN,None,1.9,0.107784431,3.79,0.175683537
282,BC-1.4.1,nuoA,BC-1,metabolism,BC-1.4,energy production/transport,BC-1.4.1,electron donors,NaN,None,NaN,None,2.88,0.177458034,0.7,0.047297297
283,BC-1.4.1,hybO,BC-1,metabolism,BC-1.4,energy production/transport,BC-1.4.1,electron donors,NaN,None,NaN,None,0.55,0.040920716,1.98,0.105451296
284,BC-1.4.1,glpD,BC-1,metabolism,BC-1.4,energy production/transport,BC-1.4.1,electron donors,NaN,None,NaN,None,0.86,0.071611253,3.58,0.164674635
285,BC-1.4.1,gcd,BC-1,metabolism,BC-1.4,energy production/transport,BC-1.4.1,electron donors,NaN,None,NaN,None,1.0,0.073710074,2.88,0.140108741
286,BC-1.4.1,fdnG,BC-1,metabolism,BC-1.4,energy production/transport,BC-1.4.1,electron donors,NaN,None,NaN,None,1.92,0.143187067,2.25,0.294001967
287,BC-1.4.1,dld,BC-1,metabolism,BC-1.4,energy production/transport,BC-1.4.1,electron donors,NaN,None,NaN,None,1.23,0.068010076,2.69,0.14743589699999998
288,BC-1.4,yqjA,BC-1,metabolism,BC-1.4,energy production/transport,NaN,None,NaN,None,NaN,None,3.02,0.139194139,1.77,0.098039216
289,BC-1.4,tonB,BC-1,metabolism,BC-1.4,energy production/transport,NaN,None,NaN,None,NaN,None,1.26,0.09882352900000001,2.12,0.131944444
290,BC-1.4,fixA,BC-1,metabolism,BC-1.4,energy production/transport,NaN,None,NaN,None,NaN,None,3.63,0.158518519,2.25,0.119325551
